user_id,total_orders,total_spending,avg_order_value,total_items,first_order_date,last_order_date,recency_days,order_frequency,age,gender,occupation,monthly_income,family_size,segment
314,1,111,111.0,1,2018-08-20,2018-08-20,677,1.0,21,Female,Student,No Income,3,At-risk
315,2,1584,792.0,3,2017-10-06,2020-01-10,169,0.0024213075060532,24,Male,Student,No Income,2,Regular
316,2,166,83.0,2,2018-12-21,2019-01-30,514,0.05,26,Female,Self Employeed,10001 to 25000,5,Regular
317,1,2380,2380.0,1,2020-01-10,2020-01-10,169,1.0,32,Male,Employee,25001 to 50000,3,Occasional
318,1,472,472.0,1,2019-11-13,2019-11-13,227,1.0,29,Male,Self Employeed,More than 50000,6,At-risk
319,2,115,57.5,2,2018-03-19,2020-04-06,82,0.0026702269692923,21,Male,Student,No Income,5,Regular
320,1,2009,2009.0,4,2019-03-05,2019-03-05,480,1.0,24,Female,Self Employeed,25001 to 50000,3,Occasional
322,3,10606,3535.333333333333,41,2019-04-08,2020-02-26,122,0.0092592592592592,21,Male,Employee,More than 50000,3,High-value
323,1,97,97.0,1,2018-04-03,2018-04-03,816,1.0,29,Male,Employee,25001 to 50000,3,At-risk
324,2,727,363.5,4,2019-02-20,2020-01-16,163,0.006060606060606,22,Male,Student,No Income,3,Regular
325,2,195,97.5,2,2019-02-26,2019-07-01,362,0.016,24,Male,Student,No Income,2,Regular
326,1,116,116.0,1,2017-11-15,2017-11-15,955,1.0,27,Male,Employee,25001 to 50000,2,At-risk
327,1,1102,1102.0,2,2018-05-28,2018-05-28,761,1.0,23,Female,Student,No Income,3,At-risk
328,2,398,199.0,2,2018-10-26,2019-10-25,246,0.0054945054945054,32,Male,Employee,More than 50000,6,Regular
329,4,4968,1242.0,11,2018-09-20,2020-06-15,12,0.0063091482649842,22,Female,Student,No Income,2,High-value
330,1,199,199.0,1,2018-12-21,2018-12-21,554,1.0,22,Female,Employee,25001 to 50000,4,At-risk
331,2,1046,523.0,2,2017-10-18,2019-09-14,287,0.0028735632183908,26,Male,Employee,More than 50000,4,Regular
332,1,4352,4352.0,2,2018-09-11,2018-09-11,655,1.0,25,Female,Student,No Income,3,Occasional
333,3,8375,2791.6666666666665,8,2018-06-22,2019-11-29,211,0.0057142857142857,20,Male,Student,No Income,2,High-value
334,1,319,319.0,1,2019-12-23,2019-12-23,187,1.0,29,Male,Employee,25001 to 50000,4,At-risk
335,2,8027,4013.5,15,2017-11-06,2019-07-24,339,0.0032,23,Female,Student,No Income,1,High-value
336,2,477,238.5,2,2018-04-03,2018-06-22,736,0.025,25,Male,Self Employeed,More than 50000,2,Regular
337,4,699,174.75,4,2018-04-10,2019-11-29,211,0.0066889632107023,29,Female,Employee,25001 to 50000,4,Regular
338,1,1153,1153.0,5,2019-08-16,2019-08-16,316,1.0,27,Male,Self Employeed,25001 to 50000,6,At-risk
340,1,486,486.0,1,2018-07-16,2018-07-16,712,1.0,21,Male,Student,No Income,2,At-risk
344,1,778,778.0,2,2018-08-22,2018-08-22,675,1.0,28,Male,Employee,25001 to 50000,5,At-risk
345,2,519,259.5,2,2018-06-28,2019-10-25,246,0.0041322314049586,26,Male,Employee,10001 to 25000,2,Regular
347,2,2273,1136.5,8,2018-07-17,2020-05-04,54,0.0030441400304414,26,Male,Employee,More than 50000,4,Regular
349,1,139,139.0,1,2019-09-25,2019-09-25,276,1.0,20,Male,Student,No Income,2,At-risk
350,2,4495,2247.5,5,2018-03-02,2020-02-26,122,0.0027548209366391,29,Male,Employee,25001 to 50000,4,High-value
352,3,45417,15139.0,164,2017-12-06,2018-10-31,605,0.0091185410334346,25,Male,Self Employeed,More than 50000,2,High-value
353,1,579,579.0,2,2019-09-10,2019-09-10,291,1.0,29,Female,Employee,25001 to 50000,4,At-risk
355,1,213,213.0,1,2018-02-01,2018-02-01,877,1.0,25,Male,Self Employeed,10001 to 25000,3,At-risk
356,1,287,287.0,1,2019-09-05,2019-09-05,296,1.0,21,Male,Student,No Income,2,At-risk
357,1,199,199.0,1,2018-08-03,2018-08-03,694,1.0,24,Male,Student,No Income,2,At-risk
358,2,100634,50317.0,78,2019-03-15,2019-05-24,400,0.0285714285714285,26,Female,Self Employeed,10001 to 25000,5,High-value
359,3,880,293.3333333333333,3,2019-02-14,2020-06-12,15,0.006198347107438,32,Male,Employee,25001 to 50000,3,Regular
360,1,83,83.0,1,2019-11-29,2019-11-29,211,1.0,29,Male,Self Employeed,More than 50000,6,At-risk
361,3,1115,371.6666666666667,8,2019-01-11,2019-01-22,522,0.2727272727272727,21,Male,Student,No Income,5,Regular
362,1,194,194.0,1,2019-06-17,2019-06-17,376,1.0,24,Female,Self Employeed,25001 to 50000,3,At-risk
363,2,1241,620.5,11,2018-10-29,2019-11-14,226,0.0052493438320209,26,Male,Self Employeed,More than 50000,2,Regular
365,1,171,171.0,1,2018-10-11,2018-10-11,625,1.0,29,Male,Employee,25001 to 50000,3,At-risk
366,2,1754,877.0,9,2018-03-08,2018-10-03,633,0.0095693779904306,22,Male,Student,No Income,3,Regular
367,1,7824,7824.0,90,2019-08-28,2019-08-28,304,1.0,24,Male,Student,No Income,2,Occasional
368,1,56370,56370.0,1333,2017-12-15,2017-12-15,925,1.0,27,Male,Employee,25001 to 50000,2,Occasional
370,2,254,127.0,2,2020-03-23,2020-05-26,32,0.03125,30,Male,Employee,More than 50000,6,Regular
372,2,667,333.5,2,2018-05-07,2019-02-15,498,0.0070422535211267,28,Male,Employee,25001 to 50000,3,Regular
373,2,41773,20886.5,36,2018-11-05,2019-01-22,522,0.0256410256410256,23,Female,Student,No Income,2,High-value
374,2,8171,4085.5,13,2019-01-18,2019-08-06,326,0.01,30,Male,Self Employeed,More than 50000,1,High-value
376,1,1343,1343.0,4,2018-05-17,2018-05-17,772,1.0,26,Female,Employee,Below Rs.10000,6,Occasional
377,3,6681,2227.0,6,2017-12-28,2020-03-09,110,0.0037406483790523,25,Male,Self Employeed,More than 50000,3,High-value
378,2,103672,51836.0,208,2019-01-22,2019-09-12,289,0.0085836909871244,31,Male,Employee,Below Rs.10000,1,High-value
380,2,792,396.0,3,2018-01-17,2019-10-28,243,0.0030816640986132,22,Male,Student,Below Rs.10000,4,Regular
381,1,292,292.0,1,2018-04-23,2018-04-23,796,1.0,27,Female,Employee,More than 50000,2,At-risk
382,1,3269,3269.0,12,2017-10-19,2017-10-19,982,1.0,22,Male,Student,No Income,3,Occasional
383,4,6434,1608.5,7,2017-12-14,2019-10-09,262,0.0060240963855421,24,Female,Student,No Income,3,High-value
384,2,861,430.5,2,2018-01-22,2020-02-10,138,0.0026702269692923,23,Female,Student,No Income,2,Regular
385,3,54069,18023.0,31,2018-01-15,2019-11-22,218,0.0044378698224852,23,Female,Student,No Income,4,High-value
387,2,246,123.0,2,2018-09-14,2018-12-05,570,0.024390243902439,23,Male,Student,Below Rs.10000,2,Regular
390,2,23949,11974.5,19,2018-05-31,2018-06-08,750,0.25,24,Female,Student,Below Rs.10000,3,High-value
391,3,9500,3166.6666666666665,9,2018-05-15,2018-10-18,618,0.0192307692307692,22,Male,Student,Below Rs.10000,3,High-value
394,1,514,514.0,1,2018-04-05,2018-04-05,814,1.0,27,Female,Employee,More than 50000,2,At-risk
395,1,208,208.0,1,2018-04-26,2018-04-26,793,1.0,22,Male,Student,No Income,3,At-risk
396,2,435,217.5,2,2019-07-03,2020-05-04,54,0.0065359477124183,24,Female,Student,No Income,3,Regular
397,3,3018,1006.0,3,2017-12-08,2020-05-22,36,0.0033482142857142,23,Female,Student,No Income,2,Regular
398,1,56,56.0,1,2020-02-21,2020-02-21,127,1.0,23,Female,Student,No Income,4,At-risk
399,4,7209,1802.25,27,2018-06-14,2020-03-11,108,0.0062893081761006,22,Female,Student,No Income,5,High-value
401,1,2065,2065.0,2,2017-12-01,2017-12-01,939,1.0,23,Male,Student,No Income,5,Occasional
402,3,269,89.66666666666667,3,2019-01-24,2019-09-11,290,0.0130434782608695,21,Male,Student,No Income,4,Regular
403,2,218,109.0,2,2017-11-23,2018-05-25,764,0.0109289617486338,23,Female,Self Employeed,10001 to 25000,5,Regular
404,1,46,46.0,1,2019-03-22,2019-03-22,463,1.0,24,Female,Student,No Income,6,At-risk
405,1,9750,9750.0,9,2019-05-22,2019-05-22,402,1.0,28,Female,Employee,25001 to 50000,2,Occasional
406,2,21264,10632.0,27,2017-11-20,2020-03-09,110,0.0023809523809523,23,Female,Student,No Income,3,High-value
409,1,97,97.0,1,2019-08-04,2019-08-04,328,1.0,24,Male,Student,No Income,3,At-risk
410,4,2662,665.5,36,2018-01-11,2019-07-15,348,0.0072727272727272,22,Male,Student,No Income,4,Regular
411,2,970334,485167.0,779,2018-01-30,2020-02-21,127,0.0026595744680851,22,Female,Student,No Income,4,High-value
412,1,194,194.0,1,2018-05-10,2018-05-10,779,1.0,23,Male,Student,No Income,4,At-risk
413,1,111,111.0,1,2019-09-27,2019-09-27,274,1.0,21,Male,Student,Below Rs.10000,3,At-risk
415,1,491,491.0,1,2018-02-05,2018-02-05,873,1.0,22,Female,Student,No Income,5,At-risk
416,1,190,190.0,1,2018-02-22,2018-02-22,856,1.0,22,Male,Student,No Income,3,At-risk
417,1,144,144.0,1,2019-03-07,2019-03-07,478,1.0,23,Female,Employee,10001 to 25000,3,At-risk
419,1,116,116.0,2,2020-06-19,2020-06-19,8,1.0,22,Female,Employee,10001 to 25000,5,At-risk
420,3,1689,563.0,3,2018-01-31,2020-06-16,11,0.0034602076124567,22,Male,Student,No Income,4,Regular
421,1,296,296.0,1,2019-04-05,2019-04-05,449,1.0,25,Male,Employee,More than 50000,4,At-risk
422,1,213,213.0,1,2018-06-06,2018-06-06,752,1.0,22,Female,Student,10001 to 25000,5,At-risk
423,3,10083,3361.0,30,2018-02-05,2019-11-18,222,0.0046082949308755,22,Female,Student,No Income,2,High-value
424,3,343,114.33333333333331,3,2017-11-29,2020-03-20,99,0.003562945368171,25,Male,Student,10001 to 25000,3,Regular
426,2,4273,2136.5,20,2019-05-22,2019-06-25,368,0.0588235294117647,32,Female,House wife,No Income,5,Regular
427,1,204,204.0,1,2018-09-28,2018-09-28,638,1.0,23,Female,Student,No Income,3,At-risk
428,1,7213,7213.0,6,2018-11-16,2018-11-16,589,1.0,23,Female,Student,No Income,4,Occasional
429,1,49486,49486.0,47,2019-10-15,2019-10-15,256,1.0,30,Male,Self Employeed,More than 50000,4,Occasional
430,1,167,167.0,1,2019-07-17,2019-07-17,346,1.0,23,Male,Student,No Income,3,At-risk
431,2,1514,757.0,2,2018-02-12,2018-02-23,855,0.1818181818181818,23,Male,Student,No Income,4,Regular
432,2,319,159.5,3,2018-03-22,2018-04-30,789,0.0512820512820512,22,Female,Student,No Income,5,Regular
433,1,83,83.0,1,2018-08-02,2018-08-02,695,1.0,22,Male,Student,No Income,5,At-risk
434,3,14528,4842.666666666667,21,2017-10-30,2019-03-13,472,0.0060120240480961,27,Female,Self Employeed,10001 to 25000,2,High-value
435,2,3046,1523.0,8,2019-01-30,2019-05-17,407,0.0186915887850467,24,Female,Student,No Income,3,Regular
436,1,2032,2032.0,7,2017-11-22,2017-11-22,948,1.0,23,Male,Student,No Income,2,Occasional
438,1,83,83.0,1,2018-09-26,2018-09-26,640,1.0,22,Female,Student,10001 to 25000,5,At-risk
439,1,26894,26894.0,30,2020-04-22,2020-04-22,66,1.0,23,Female,Student,No Income,5,Occasional
440,2,8398,4199.0,4,2018-01-19,2019-09-23,278,0.0032679738562091,23,Female,Student,No Income,2,High-value
441,1,46,46.0,1,2019-07-08,2019-07-08,355,1.0,24,Male,Student,No Income,3,At-risk
442,2,4958,2479.0,25,2020-01-02,2020-05-11,47,0.0153846153846153,25,Male,Student,No Income,2,High-value
443,1,315,315.0,1,2018-12-17,2018-12-17,558,1.0,22,Male,Student,No Income,3,At-risk
444,1,51,51.0,1,2019-09-04,2019-09-04,297,1.0,28,Female,Student,No Income,2,At-risk
446,5,7505,1501.0,21,2019-01-03,2020-04-20,68,0.0105708245243128,24,Female,Student,No Income,3,High-value
447,3,78654,26218.0,180,2018-07-17,2020-06-22,5,0.0042492917847025,31,Male,Employee,More than 50000,5,High-value
448,3,36218,12072.666666666666,55,2018-08-06,2020-01-23,156,0.005607476635514,25,Male,Student,No Income,4,High-value
449,1,297551,297551.0,210,2018-05-17,2018-05-17,772,1.0,23,Male,Student,No Income,5,Occasional
450,4,120978,30244.5,108,2018-06-25,2019-09-12,289,0.009009009009009,22,Male,Student,No Income,3,High-value
452,1,120,120.0,1,2020-01-31,2020-01-31,148,1.0,23,Male,Student,No Income,4,At-risk
453,2,250,125.0,2,2018-12-04,2019-01-03,541,0.0666666666666666,23,Female,Student,No Income,2,Regular
454,1,486,486.0,1,2018-11-30,2018-11-30,575,1.0,25,Male,Student,No Income,6,At-risk
455,3,3598,1199.3333333333333,22,2018-01-29,2019-10-07,264,0.0048701298701298,24,Male,Employee,10001 to 25000,4,Regular
456,1,1764,1764.0,7,2018-04-16,2018-04-16,803,1.0,23,Female,Student,No Income,4,Occasional
457,2,268,134.0,2,2019-07-16,2020-03-24,95,0.0079365079365079,23,Female,Student,No Income,4,Regular
458,4,5913,1478.25,16,2019-02-13,2020-03-18,101,0.0100250626566416,24,Female,Employee,More than 50000,4,High-value
460,1,2097,2097.0,2,2018-12-06,2018-12-06,569,1.0,24,Female,Student,10001 to 25000,3,Occasional
461,1,167,167.0,1,2018-02-23,2018-02-23,855,1.0,25,Female,Student,No Income,3,At-risk
462,2,176,88.0,2,2019-02-19,2019-11-29,211,0.0070671378091872,23,Male,Student,No Income,2,Regular
463,3,23778,7926.0,18,2018-01-11,2018-12-20,555,0.0087463556851311,26,Male,Student,No Income,4,High-value
464,2,4968,2484.0,60,2018-04-13,2019-06-03,390,0.0048076923076923,24,Female,Student,25001 to 50000,3,High-value
465,1,18648,18648.0,54,2019-05-10,2019-05-10,414,1.0,26,Male,Student,No Income,4,Occasional
466,1,199,199.0,1,2018-04-12,2018-04-12,807,1.0,21,Male,Student,No Income,4,At-risk
467,2,40476,20238.0,45,2018-01-17,2020-02-19,129,0.0026212319790301,22,Female,Student,No Income,3,High-value
468,2,2490,1245.0,17,2017-12-01,2020-03-26,93,0.0023640661938534,24,Male,Student,No Income,5,Regular
469,2,9435,4717.5,12,2019-10-15,2019-12-11,199,0.0350877192982456,24,Male,Student,10001 to 25000,4,High-value
470,3,3111,1037.0,13,2017-11-09,2018-03-28,822,0.0215827338129496,23,Female,Student,No Income,3,Regular
472,1,69,69.0,1,2018-07-20,2018-07-20,708,1.0,22,Male,Student,No Income,3,At-risk
473,1,5222,5222.0,2,2017-12-05,2017-12-05,935,1.0,23,Male,Student,No Income,3,Occasional
474,2,1148,574.0,4,2018-08-20,2020-03-20,99,0.0034602076124567,24,Female,Student,No Income,4,Regular
476,1,125,125.0,1,2018-07-16,2018-07-16,712,1.0,25,Male,Student,No Income,1,At-risk
477,2,5963,2981.5,9,2019-01-07,2019-09-10,291,0.008130081300813,25,Male,Student,No Income,5,High-value
478,1,134,134.0,1,2018-10-16,2018-10-16,620,1.0,28,Male,Self Employeed,10001 to 25000,2,At-risk
479,4,9041,2260.25,62,2018-02-01,2019-05-02,422,0.0087912087912087,27,Female,Employee,25001 to 50000,5,High-value
481,2,13098,6549.0,174,2018-11-30,2019-04-17,437,0.0144927536231884,22,Male,Student,No Income,2,High-value
482,2,10023,5011.5,4,2019-01-11,2019-06-20,373,0.0125,24,Female,Student,No Income,3,High-value
483,1,5912,5912.0,13,2018-06-25,2018-06-25,733,1.0,23,Male,Student,No Income,1,Occasional
484,1,7722,7722.0,29,2018-04-04,2018-04-04,815,1.0,25,Male,Student,No Income,1,Occasional
485,1,6889,6889.0,19,2019-09-20,2019-09-20,281,1.0,23,Female,Student,No Income,5,Occasional
486,2,301,150.5,2,2018-04-12,2019-08-02,330,0.0041928721174004,23,Female,Student,No Income,5,Regular
487,3,7102,2367.333333333333,14,2017-10-17,2020-05-28,30,0.0031446540880503,26,Male,Employee,25001 to 50000,5,High-value
489,3,131963,43987.66666666666,106,2017-11-15,2020-01-22,157,0.0037593984962406,24,Female,Student,10001 to 25000,3,High-value
491,1,111,111.0,1,2019-07-18,2019-07-18,345,1.0,22,Female,Employee,10001 to 25000,3,At-risk
492,1,486,486.0,2,2019-07-11,2019-07-11,352,1.0,24,Female,Student,No Income,3,At-risk
493,4,2787,696.75,10,2017-12-07,2019-03-04,481,0.0088495575221238,26,Male,Employee,25001 to 50000,2,Regular
495,2,130000,65000.0,121,2018-03-28,2019-02-19,494,0.0060975609756097,26,Male,Employee,More than 50000,2,High-value
496,1,190,190.0,1,2019-12-04,2019-12-04,206,1.0,25,Male,Student,No Income,1,At-risk
497,1,93,93.0,1,2019-06-05,2019-06-05,388,1.0,25,Male,Employee,Below Rs.10000,2,At-risk
498,1,16282,16282.0,27,2019-04-26,2019-04-26,428,1.0,18,Male,Student,No Income,5,Occasional
500,2,227,113.5,2,2018-07-27,2020-05-18,40,0.0030257186081694,25,Male,Student,No Income,1,Regular
501,2,3630,1815.0,2,2018-02-22,2020-04-06,82,0.0025839793281653,25,Male,Student,Below Rs.10000,2,Regular
502,3,19768,6589.333333333333,9,2020-04-15,2020-06-05,22,0.0588235294117647,23,Female,Student,No Income,5,High-value
503,3,5510,1836.6666666666667,25,2017-11-15,2019-11-06,234,0.0041608876560332,23,Male,Employee,10001 to 25000,2,High-value
504,3,19139,6379.666666666667,22,2017-10-13,2019-12-13,197,0.0037926675094816,25,Female,Employee,25001 to 50000,4,High-value
506,1,157,157.0,1,2018-07-09,2018-07-09,719,1.0,24,Male,Self Employeed,More than 50000,2,At-risk
507,1,833,833.0,3,2017-10-06,2017-10-06,995,1.0,32,Female,Employee,25001 to 50000,5,At-risk
508,3,12833,4277.666666666667,34,2018-11-09,2020-05-28,30,0.0053003533568904,25,Male,Employee,25001 to 50000,3,High-value
509,1,1296,1296.0,13,2018-09-19,2018-09-19,647,1.0,27,Female,Self Employeed,More than 50000,5,Occasional
510,4,14042,3510.5,123,2018-06-20,2019-02-20,493,0.0163265306122449,26,Male,Self Employeed,25001 to 50000,3,High-value
513,1,6833,6833.0,19,2018-06-11,2018-06-11,747,1.0,24,Male,Self Employeed,More than 50000,6,Occasional
514,1,93,93.0,1,2019-06-24,2019-06-24,369,1.0,27,Female,Self Employeed,25001 to 50000,3,At-risk
515,1,903,903.0,2,2019-11-18,2019-11-18,222,1.0,23,Male,Student,No Income,3,At-risk
516,3,2523,841.0,5,2017-10-09,2019-08-09,323,0.0044843049327354,25,Male,Student,No Income,4,Regular
517,1,60583,60583.0,370,2019-04-10,2019-04-10,444,1.0,23,Male,Student,No Income,3,Occasional
518,1,162,162.0,1,2019-11-05,2019-11-05,235,1.0,23,Female,Student,No Income,4,At-risk
519,1,407,407.0,1,2020-02-21,2020-02-21,127,1.0,28,Male,Employee,More than 50000,3,At-risk
520,5,20199,4039.8,130,2018-03-09,2019-05-24,400,0.0113378684807256,32,Female,Employee,More than 50000,1,High-value
521,2,5162,2581.0,9,2018-03-05,2019-01-28,516,0.0060790273556231,23,Male,Student,No Income,2,High-value
522,2,3736,1868.0,13,2020-03-16,2020-06-15,12,0.0219780219780219,19,Male,Student,No Income,2,High-value
523,1,523,523.0,1,2019-09-06,2019-09-06,295,1.0,19,Female,Student,No Income,4,At-risk
524,3,445,148.33333333333334,3,2018-02-08,2018-06-01,757,0.0265486725663716,27,Female,Employee,25001 to 50000,2,Regular
525,1,65,65.0,1,2020-01-29,2020-01-29,150,1.0,25,Male,Self Employeed,25001 to 50000,3,At-risk
526,3,3435,1145.0,11,2018-11-09,2020-05-12,46,0.0054545454545454,33,Male,Employee,More than 50000,5,Regular
527,4,7144,1786.0,45,2018-11-02,2020-04-15,73,0.0075471698113207,26,Female,Employee,More than 50000,3,High-value
528,3,2894,964.6666666666666,4,2018-06-11,2020-06-02,25,0.0041551246537396,22,Female,Student,Below Rs.10000,4,Regular
529,2,115639,57819.5,87,2018-01-18,2018-07-19,709,0.0109890109890109,23,Male,Student,No Income,3,High-value
532,2,7333,3666.5,9,2018-08-13,2019-01-23,521,0.0122699386503067,30,Female,House wife,No Income,5,High-value
533,3,6209,2069.6666666666665,43,2018-07-30,2019-09-05,296,0.0074626865671641,24,Male,Student,No Income,3,High-value
534,2,1278,639.0,2,2017-11-17,2020-03-06,113,0.0023809523809523,25,Male,Employee,10001 to 25000,3,Regular
536,1,7079,7079.0,5,2018-01-25,2018-01-25,884,1.0,24,Female,Student,No Income,4,Occasional
537,1,1125,1125.0,1,2020-04-02,2020-04-02,86,1.0,32,Male,Employee,10001 to 25000,4,At-risk
538,2,2889,1444.5,14,2019-05-23,2020-01-11,168,0.0085836909871244,22,Male,Student,No Income,4,Regular
539,3,3653,1217.6666666666667,7,2018-11-22,2019-10-14,257,0.00920245398773,23,Male,Student,More than 50000,3,Regular
540,1,7356,7356.0,110,2018-04-05,2018-04-05,814,1.0,23,Female,Student,No Income,4,Occasional
541,2,935,467.5,6,2018-11-29,2019-08-20,312,0.0075757575757575,20,Male,Student,No Income,2,Regular
544,1,13468,13468.0,12,2019-10-07,2019-10-07,264,1.0,23,Female,Student,No Income,4,Occasional
545,2,21731,10865.5,14,2017-11-29,2017-11-29,941,2.0,25,Male,Employee,25001 to 50000,3,Occasional
548,2,14616,7308.0,83,2017-11-28,2018-11-05,600,0.0058479532163742,20,Female,Student,No Income,2,High-value
549,1,10000,10000.0,17,2020-04-28,2020-04-28,60,1.0,21,Male,Student,No Income,2,Occasional
550,3,1171,390.3333333333333,5,2018-08-21,2019-11-12,228,0.0066964285714285,26,Male,Employee,More than 50000,3,Regular
551,1,15486,15486.0,14,2017-11-02,2017-11-02,968,1.0,25,Male,Employee,10001 to 25000,4,Occasional
552,2,807532,403766.0,401,2018-02-01,2018-03-09,841,0.0555555555555555,26,Male,Employee,25001 to 50000,3,High-value
553,1,111,111.0,1,2018-05-18,2018-05-18,771,1.0,26,Female,Employee,25001 to 50000,3,At-risk
554,3,10079,3359.6666666666665,43,2018-02-19,2018-08-20,677,0.0164835164835164,27,Male,Employee,More than 50000,4,High-value
555,1,88,88.0,1,2019-02-12,2019-02-12,501,1.0,27,Female,Student,No Income,5,At-risk
556,1,1278,1278.0,1,2018-05-28,2018-05-28,761,1.0,24,Female,Student,No Income,5,Occasional
557,1,537,537.0,1,2019-05-07,2019-05-07,417,1.0,25,Male,Self Employeed,More than 50000,2,At-risk
560,3,4301,1433.6666666666667,31,2018-09-28,2019-06-07,386,0.0119047619047619,26,Female,Student,Below Rs.10000,3,Regular
562,2,357,178.5,2,2018-02-12,2019-03-20,465,0.0049875311720698,25,Female,Student,No Income,3,Regular
563,4,6759,1689.75,7,2018-01-23,2020-05-21,37,0.0047114252061248,24,Male,Employee,Below Rs.10000,2,High-value
565,1,97,97.0,1,2020-01-07,2020-01-07,172,1.0,22,Male,Student,No Income,2,At-risk
566,1,1167,1167.0,5,2018-08-07,2018-08-07,690,1.0,26,Male,Self Employeed,More than 50000,3,At-risk
567,1,250,250.0,1,2018-06-06,2018-06-06,752,1.0,26,Male,Employee,Below Rs.10000,1,At-risk
